angle,magnitude,occurrences
-1.67,1.45,2
2.82,0.97,2
-2.36,1.37,2
-2.36,1.22,2
-2.36,1.2,2
-2.36,1.18,2
0.75,0.86,2
-1.44,1.52,2
-1.44,1.38,2
-2.94,1.14,2
-1.84,1.69,2
1.39,1.02,2
1.39,0.96,2
-1.84,1.25,2
0.75,1.14,2
0.75,1.09,2
0.75,1.08,2
0.74,1.18,2
0.74,1.15,2
-3.12,0.95,2
2.03,1.07,2
2.03,1.04,2
-2.63,1.23,2
-2.63,1.22,2
2.02,1.23,2
2.02,1.22,2
1.39,1.07,2
1.39,1.05,2
1.39,1.04,2
-2.94,1.19,2
0.11,0.96,2
0.11,0.95,2
0.11,0.94,2
-2.36,1.12,2
-1.67,1.44,2
-2.07,1.14,2
-1.16,1.09,2
1.39,1.64,2
1.39,1.63,2
1.39,1.11,2
1.39,1.24,2
1.39,1.17,2
-2.74,1.1,2
2.82,1.03,2
2.82,1.02,2
0.75,1.17,2
2.01,1.26,2
-1.16,1.17,2
-1.16,1.16,2
-1.39,1.02,2
-1.33,1.29,2
-1.33,1.27,2
2.02,1.31,2
2.02,1.3,2
2.02,0.96,2
-0.93,1.18,2
1.39,1.36,2
2.02,1.2,2
-2.07,1.29,2
-2.07,1.27,2
-3.12,0.94,2
0.11,1.0,2
2.83,1.14,2
2.83,1.13,2
2.83,1.03,2
-3.12,0.88,2
-2.36,0.95,2
-2.36,0.93,2
-2.74,1.07,2
0.74,1.04,2
-2.87,0.94,2
0.74,1.01,2
0.74,0.92,2
0.74,0.91,2
-1.33,1.45,2
-1.33,1.43,2
2.01,1.43,2
-0.47,1.36,2
2.01,1.02,2
2.01,1.0,2
-2.36,0.97,2
-2.36,1.0,2
-2.74,1.04,2
-2.74,1.02,2
2.83,1.23,2
-1.19,1.14,2
-1.67,1.38,2
2.01,0.95,2
2.01,0.93,2
2.01,1.38,2
2.01,1.29,2
-1.33,1.13,2
-0.25,1.12,2
-2.07,1.57,2
-0.77,1.05,2
-3.02,1.05,2
-1.55,1.14,2
-1.55,1.07,2
-0.93,1.16,2
-1.16,1.19,2
-1.16,1.18,2
-1.33,1.11,2
-1.33,1.52,2
-1.33,1.5,2
2.01,1.07,2
2.01,1.06,2
-1.13,1.12,2
2.01,1.19,2
2.01,1.15,2
-2.07,1.44,2
0.11,0.78,2
-1.49,1.2,2
-1.49,1.18,2
-1.49,1.17,2
-2.87,0.98,2
-2.87,0.96,2
0.11,1.15,2
0.73,1.12,2
0.73,1.05,2
0.73,1.03,2
-0.25,0.85,2
-0.25,1.19,2
-0.25,1.14,2
-1.13,1.1,2
-1.13,1.08,2
-2.06,0.95,2
-3.02,1.02,2
-3.02,0.94,2
2.0,1.55,2
2.0,1.45,2
1.4,1.06,2
1.4,1.02,2
1.4,0.99,2
-3.02,1.04,2
-1.23,1.39,2
-0.77,1.2,2
-0.77,1.12,2
1.4,1.22,2
-0.25,1.0,2
-0.25,0.99,2
-1.19,1.08,2
2.84,0.85,2
0.43,1.05,2
0.11,1.09,2
0.11,1.06,2
-2.36,0.89,2
-2.36,1.06,2
-2.36,1.01,2
2.84,1.05,2
2.84,1.04,2
-0.07,0.71,2
2.84,1.14,2
2.84,1.08,2
1.4,1.71,2
1.4,1.12,2
1.4,1.11,2
1.4,1.09,2
-3.02,1.03,2
1.4,1.59,2
1.4,1.46,2
-1.85,1.56,2
-0.68,0.85,2
2.84,1.03,2
0.73,0.91,2
-1.85,1.53,2
-1.85,1.5,2
-1.85,1.48,2
2.0,1.34,2
2.0,1.32,2
2.0,1.23,2
2.0,1.2,2
-2.94,0.92,2
0.73,1.01,2
-1.67,1.79,2
2.85,1.2,2
2.85,1.13,2
0.43,1.03,2
0.43,1.24,2
-0.07,0.78,2
-0.07,1.08,2
-0.07,1.03,2
0.72,1.16,2
0.72,1.12,2
-1.39,1.4,2
0.22,1.22,2
2.0,1.1,2
-1.39,1.32,2
-1.39,1.28,2
2.0,1.44,2
2.0,1.42,2
-2.06,1.13,2
-2.06,1.11,2
-2.06,1.51,2
1.99,1.47,2
1.41,1.08,2
-1.46,0.98,2
-1.55,0.99,2
0.32,1.4,2
-1.85,1.41,2
2.0,1.13,2
0.22,0.88,2
-1.52,1.34,2
-2.94,1.0,2
-1.85,1.64,2
-0.25,0.8,2
-1.1,0.98,2
-0.46,0.87,2
1.41,1.5,2
0.33,0.91,2
2.85,1.0,2
-2.37,1.32,2
2.85,0.84,2
2.85,0.81,2
-0.07,0.94,2
-0.07,0.93,2
-0.86,0.84,2
-1.19,1.21,2
0.72,0.95,2
2.85,1.42,2
1.41,0.95,2
1.41,0.78,2
-1.39,1.35,2
-3.02,1.38,2
1.41,1.68,2
1.41,1.21,2
1.41,1.19,2
-1.26,1.29,2
-1.26,1.26,2
2.85,1.07,2
2.85,1.06,2
-1.66,0.99,2
-2.64,0.82,2
-0.07,1.12,2
-1.66,1.35,2
0.72,1.24,2
-1.66,1.29,2
-1.66,1.28,2
-0.46,0.94,2
-2.06,1.23,2
-0.69,1.41,2
0.1,1.3,2
0.72,1.07,2
0.72,1.02,2
-0.86,0.94,2
0.71,1.03,2
0.1,1.22,2
0.11,0.86,2
0.11,0.84,2
1.99,1.18,2
1.99,1.15,2
1.99,1.1,2
1.99,1.37,2
1.99,1.36,2
-3.02,1.39,2
1.99,1.07,2
-1.85,1.36,2
-1.85,1.32,2
-1.85,1.3,2
-1.16,1.08,2
-1.16,1.04,2
1.41,1.64,2
-1.0,1.0,2
1.99,1.26,2
-1.0,0.95,2
-1.0,0.93,2
-0.93,1.01,2
-0.93,1.0,2
1.41,1.42,2
1.41,1.33,2
1.41,1.32,2
-1.85,1.22,2
-1.0,0.9,2
2.86,0.96,2
2.86,0.84,2
2.86,0.83,2
2.86,0.8,2
-1.26,1.23,2
-1.26,1.22,2
0.72,0.89,2
-1.66,1.1,2
0.71,1.47,2
0.71,1.33,2
2.86,1.2,2
2.86,1.13,2
-1.0,0.89,2
-2.55,1.23,2
1.98,1.32,2
1.98,1.31,2
1.98,1.3,2
1.98,1.29,2
1.98,1.23,2
-1.16,1.06,2
-1.16,1.01,2
-0.46,1.13,2
-0.46,1.11,2
-0.46,1.1,2
-0.46,1.08,2
-0.46,1.07,2
-1.0,0.97,2
-1.0,0.96,2
-1.85,1.27,2
-0.26,1.17,2
1.42,1.36,2
-1.39,1.25,2
1.42,1.28,2
1.42,1.27,2
1.42,1.26,2
1.42,1.89,2
1.42,1.22,2
1.42,1.18,2
1.42,1.16,2
1.42,0.86,2
-1.85,1.4,2
1.98,1.52,2
1.98,1.46,2
1.98,1.38,2
1.98,1.36,2
1.98,1.34,2
1.98,1.21,2
1.98,1.2,2
1.42,1.11,2
2.86,1.1,2
2.86,1.07,2
2.86,1.05,2
-0.06,0.71,2
-0.07,1.29,2
-0.07,1.24,2
0.72,1.0,2
0.71,1.05,2
0.71,1.04,2
-2.61,1.31,2
0.71,1.32,2
-0.69,1.14,2
1.42,1.39,2
1.42,1.14,2
-2.38,1.26,2
-2.38,1.22,2
-1.66,1.24,2
-1.66,1.23,2
-1.66,1.22,2
-1.1,0.92,2
0.71,1.25,2
0.71,1.24,2
0.43,1.17,2
1.98,1.1,2
1.98,1.09,2
0.22,1.01,2
0.32,0.99,2
-0.46,0.95,2
1.97,1.48,2
-2.38,0.96,2
2.87,1.1,2
-0.69,1.25,2
0.71,1.09,2
0.71,1.01,2
0.71,0.98,2
0.71,0.96,2
0.22,1.0,2
-2.63,1.12,2
-2.63,1.1,2
1.97,1.51,2
-2.05,1.07,2
-2.05,1.06,2
1.42,1.93,2
0.32,1.07,2
0.32,1.06,2
2.87,1.0,2
2.87,1.16,2
2.87,1.14,2
2.87,1.12,2
0.1,1.1,2
-2.38,1.17,2
-2.05,1.03,2
1.98,0.96,2
0.22,1.13,2
-1.33,0.96,2
-1.85,0.85,2
1.42,1.67,2
1.42,1.58,2
1.42,1.32,2
-0.84,1.29,2
-1.66,1.38,2
1.97,1.25,2
-1.52,1.27,2
-1.52,1.26,2
1.97,1.36,2
1.97,1.33,2
1.97,1.22,2
1.97,1.2,2
1.97,1.18,2
1.97,1.17,2
1.97,1.02,2
-1.33,1.03,2
1.97,0.97,2
-1.85,1.11,2
0.32,1.03,2
0.32,1.02,2
-2.87,1.1,2
-1.52,1.25,2
0.22,1.54,2
-2.81,1.06,2
-2.81,1.05,2
-0.45,0.77,2
-1.33,1.05,2
1.43,1.12,2
-0.26,1.07,2
-0.26,1.04,2
-2.05,1.35,2
-2.05,1.34,2
-2.05,1.31,2
-2.05,1.23,2
-2.05,1.21,2
-2.05,1.2,2
1.97,1.26,2
1.43,0.9,2
-2.38,1.14,2
-2.38,1.1,2
-2.38,1.07,2
-2.38,0.94,2
-2.38,0.87,2
2.87,1.37,2
2.87,1.08,2
2.87,1.05,2
-0.69,0.84,2
0.7,0.97,2
0.7,0.96,2
0.7,1.24,2
-1.86,1.92,2
-1.39,1.48,2
-1.86,1.62,2
1.43,1.42,2
0.7,1.22,2
0.7,1.19,2
0.7,1.16,2
-2.61,1.27,2
-1.66,1.46,2
-0.06,1.01,2
-2.87,1.03,2
0.7,1.07,2
-2.05,1.18,2
-2.63,1.05,2
-2.05,1.74,2
1.43,1.29,2
1.43,1.27,2
1.43,1.21,2
1.43,1.03,2
-1.86,1.15,2
1.43,2.11,2
1.43,1.95,2
-1.39,1.46,2
-0.26,1.01,2
-2.05,1.62,2
-1.0,1.19,2
-1.0,1.12,2
-2.05,1.15,2
1.96,1.41,2
1.43,1.56,2
-1.86,1.38,2
-1.86,1.3,2
-0.26,0.99,2
-0.26,0.9,2
1.43,1.43,2
-0.45,0.97,2
1.96,1.31,2
1.96,1.3,2
1.96,1.28,2
1.96,1.26,2
1.96,1.02,2
-1.86,1.28,2
1.43,1.31,2
1.96,1.34,2
1.96,1.51,2
1.96,1.43,2
1.96,1.21,2
1.96,1.12,2
-2.05,1.58,2
-2.05,1.55,2
-0.45,1.05,2
-1.46,1.08,2
-1.46,1.06,2
1.43,1.64,2
-0.06,0.94,2
-0.06,0.9,2
-1.49,1.1,2
-0.69,1.04,2
-0.69,1.02,2
-0.69,1.0,2
-0.69,0.99,2
-0.69,0.92,2
2.89,0.8,2
2.88,1.06,2
2.88,1.05,2
-0.45,1.0,2
-0.45,0.99,2
-0.27,1.16,2
1.44,1.22,2
1.44,1.21,2
1.44,1.16,2
1.96,0.98,2
0.32,1.18,2
0.32,1.13,2
-1.86,1.12,2
-1.86,1.44,2
1.43,2.57,2
-2.55,1.0,2
-2.55,0.99,2
1.96,1.07,2
1.96,1.06,2
-0.45,1.09,2
-2.55,0.94,2
2.88,0.98,2
2.88,0.96,2
2.88,0.94,2
2.88,0.93,2
2.88,0.92,2
2.88,0.86,2
0.1,0.98,2
-2.61,1.34,2
-0.06,0.96,2
0.43,1.29,2
0.43,1.27,2
-2.5,1.08,2
1.44,1.01,2
1.44,1.0,2
-0.26,0.88,2
-1.46,1.03,2
2.88,1.26,2
-0.06,0.87,2
0.7,0.91,2
2.88,1.17,2
0.69,1.32,2
2.89,0.99,2
1.95,1.38,2
-0.45,0.92,2
-0.45,0.91,2
-0.45,0.9,2
0.23,0.79,2
1.44,1.06,2
-1.86,1.25,2
-1.86,1.23,2
-1.86,1.2,2
2.88,0.99,2
1.95,1.34,2
-2.81,1.02,2
-2.81,1.01,2
-2.81,1.0,2
-2.81,0.99,2
-2.81,0.96,2
1.44,1.53,2
1.44,1.04,2
-0.26,0.87,2
-1.52,1.19,2
-2.55,1.16,2
-1.86,1.39,2
1.95,1.48,2
-2.5,1.01,2
-2.5,1.0,2
2.89,0.91,2
1.44,1.25,2
1.44,2.01,2
-2.39,1.27,2
-2.39,1.2,2
-1.26,1.42,2
-2.74,1.35,2
2.89,0.86,2
2.89,1.08,2
0.69,1.24,2
0.69,1.13,2
0.69,1.07,2
-2.5,0.97,2
-1.65,1.06,2
1.44,1.12,2
1.44,1.11,2
1.95,1.36,2
-2.04,1.06,2
-1.13,0.98,2
-1.13,0.93,2
-1.13,0.87,2
-1.86,1.05,2
-0.27,1.14,2
-0.27,1.12,2
-0.27,1.08,2
1.44,1.35,2
1.44,1.33,2
1.95,1.12,2
-3.01,0.96,2
-2.04,1.11,2
-2.55,1.14,2
-2.55,1.13,2
1.44,1.27,2
-0.27,1.0,2
-0.27,0.98,2
1.44,2.29,2
-0.27,0.88,2
-2.8,0.9,2
0.44,0.92,2
0.44,0.87,2
0.69,0.95,2
-0.86,1.14,2
-0.86,1.12,2
-0.06,1.02,2
-1.65,1.02,2
-1.65,1.0,2
-1.65,0.93,2
-0.27,0.77,2
-2.04,1.1,2
1.45,1.47,2
1.45,1.45,2
1.45,1.36,2
1.45,1.32,2
-1.55,1.17,2
-2.04,1.02,2
1.45,1.3,2
1.45,1.28,2
1.45,1.24,2
1.45,1.21,2
-1.55,1.3,2
-1.55,1.29,2
-1.55,1.28,2
-1.55,1.27,2
-1.55,1.23,2
-1.55,1.22,2
1.45,1.09,2
1.45,1.07,2
-0.86,1.03,2
-0.86,0.96,2
0.44,1.15,2
2.89,1.16,2
2.89,1.13,2
2.9,0.94,2
2.9,0.89,2
2.9,0.85,2
0.44,1.14,2
0.44,1.13,2
0.44,1.12,2
0.68,1.13,2
-2.87,1.32,2
1.45,0.96,2
0.68,0.86,2
-2.39,0.99,2
-2.39,0.97,2
0.1,0.92,2
0.1,0.83,2
0.1,1.17,2
0.68,1.26,2
-0.06,1.12,2
-3.01,1.01,2
-3.01,0.99,2
-0.45,1.36,2
1.94,1.51,2
1.94,1.22,2
1.94,1.2,2
-2.95,1.39,2
1.45,1.12,2
1.94,1.3,2
1.94,1.28,2
1.94,1.26,2
-1.87,1.74,2
-2.95,1.29,2
1.45,1.95,2
1.45,1.69,2
1.94,1.63,2
-1.34,1.47,2
-1.52,1.1,2
-2.04,1.27,2
-2.04,1.25,2
-1.87,1.46,2
-2.95,1.53,2
-3.01,0.92,2
-3.01,0.91,2
-0.79,1.05,2
-1.87,1.89,2
-2.95,1.47,2
1.94,1.39,2
0.1,1.13,2
2.9,1.02,2
2.9,1.01,2
2.9,1.0,2
2.9,0.98,2
2.9,1.23,2
-2.39,1.03,2
0.68,1.12,2
0.68,1.11,2
0.68,1.1,2
1.94,1.35,2
1.94,1.31,2
0.68,1.0,2
-1.65,1.17,2
2.9,1.15,2
-2.39,1.12,2
-2.39,1.09,2
0.07,0.96,2
-1.08,1.1,2
-1.08,1.09,2
-2.39,0.87,2
1.94,1.04,2
1.94,1.01,2
1.93,1.51,2
1.93,1.49,2
-0.79,1.2,2
-0.79,1.13,2
-0.79,1.09,2
1.46,1.32,2
1.46,1.31,2
1.46,1.02,2
1.46,1.0,2
1.93,1.41,2
1.93,1.39,2
-2.04,1.2,2
-0.44,0.95,2
-0.44,0.94,2
-0.44,0.92,2
1.46,1.16,2
1.46,1.11,2
1.46,1.05,2
-0.79,1.23,2
-1.87,1.5,2
1.94,1.14,2
-2.04,1.34,2
-0.44,1.29,2
-0.44,1.17,2
-2.95,1.02,2
-1.87,1.29,2
-1.87,1.25,2
1.46,1.41,2
1.93,1.14,2
1.93,1.11,2
1.93,1.06,2
1.93,1.55,2
-0.44,1.02,2
-0.44,1.01,2
-0.44,0.99,2
-2.04,1.49,2
1.46,1.37,2
1.46,1.26,2
-2.04,1.42,2
-2.04,1.4,2
-2.04,1.38,2
-2.39,0.8,2
2.91,0.9,2
-0.75,1.38,2
-0.75,1.26,2
-0.75,1.17,2
-2.74,1.29,2
2.9,1.19,2
2.9,1.17,2
-0.06,1.09,2
-0.06,1.08,2
0.44,1.02,2
2.91,1.11,2
-3.01,1.06,2
-3.01,1.03,2
1.92,1.61,2
-2.04,1.71,2
-2.04,1.69,2
-3.01,1.11,2
-3.01,1.07,2
-2.04,1.32,2
-2.04,1.3,2
1.92,1.57,2
1.92,1.49,2
-2.04,1.67,2
-2.04,1.66,2
1.92,1.26,2
1.46,1.78,2
-2.95,1.28,2
1.92,1.29,2
-2.95,1.22,2
-1.87,1.4,2
2.91,1.09,2
2.91,1.06,2
2.91,1.05,2
-1.08,1.11,2
-1.65,1.09,2
-1.44,1.05,2
0.67,1.42,2
0.67,0.77,2
-1.65,1.33,2
-2.95,1.1,2
1.92,1.15,2
1.92,1.11,2
1.92,1.1,2
2.91,0.94,2
-3.13,1.2,2
2.91,1.39,2
2.91,0.8,2
0.67,1.4,2
0.67,1.3,2
0.67,1.11,2
0.67,1.08,2
0.44,1.1,2
0.44,1.08,2
0.44,1.06,2
-0.99,1.05,2
-0.99,0.98,2
-0.99,0.97,2
-0.99,0.95,2
1.92,1.31,2
-0.7,1.38,2
0.44,0.99,2
0.67,0.96,2
0.67,0.94,2
-1.44,1.14,2
-1.44,1.13,2
-1.65,1.49,2
1.47,1.11,2
1.47,1.09,2
1.47,1.08,2
-1.87,1.38,2
-0.28,1.26,2
-2.03,1.09,2
1.92,1.05,2
-1.87,1.22,2
2.91,1.01,2
0.23,0.94,2
-2.03,1.27,2
-0.94,1.36,2
-0.94,1.33,2
1.47,1.32,2
-2.68,1.08,2
0.23,1.29,2
0.23,1.28,2
-1.34,1.26,2
-1.34,1.21,2
-1.34,1.17,2
-1.34,1.16,2
-1.87,1.12,2
0.31,1.15,2
-3.13,1.27,2
-2.74,1.22,2
1.47,1.5,2
-1.87,1.2,2
-1.65,1.46,2
-1.65,1.42,2
0.66,1.17,2
2.92,1.06,2
2.92,0.97,2
-3.13,1.37,2
-1.65,1.28,2
0.67,1.15,2
-1.64,1.13,2
-1.64,1.12,2
-0.06,1.35,2
1.91,1.42,2
1.91,1.41,2
-1.34,1.29,2
-2.4,1.29,2
-2.4,1.27,2
-2.4,1.26,2
2.92,1.23,2
2.92,1.21,2
2.92,1.17,2
-0.7,1.25,2
0.66,1.02,2
0.66,1.01,2
-1.16,1.27,2
-2.03,1.26,2
-2.03,1.22,2
-2.03,1.21,2
-2.03,1.18,2
-2.03,1.01,2
-2.03,0.94,2
1.48,1.22,2
-1.44,1.12,2
0.66,0.96,2
2.93,0.87,2
2.92,1.31,2
2.92,0.93,2
-1.19,0.85,2
1.48,1.21,2
0.31,1.08,2
0.31,1.06,2
0.31,1.05,2
-1.87,1.16,2
-2.83,0.84,2
-2.68,1.2,2
1.48,1.05,2
-1.64,1.08,2
1.48,1.07,2
2.93,1.07,2
0.07,0.86,2
0.07,0.81,2
0.07,0.8,2
-1.49,1.37,2
2.92,1.15,2
2.93,1.3,2
2.93,1.19,2
0.1,0.97,2
0.1,0.96,2
1.91,1.21,2
-2.03,1.33,2
1.91,1.04,2
1.47,1.65,2
1.48,1.27,2
-1.34,1.41,2
0.1,0.95,2
0.1,0.93,2
2.93,1.05,2
2.93,0.98,2
2.93,0.95,2
0.66,0.92,2
-0.7,1.0,2
-0.7,0.97,2
-0.77,1.04,2
1.91,1.33,2
-0.82,1.23,2
-2.03,1.38,2
-2.03,1.37,2
1.91,1.05,2
1.48,1.08,2
1.9,1.34,2
1.9,1.33,2
1.9,1.26,2
-0.28,1.17,2
-0.28,1.14,2
-0.28,1.08,2
-0.28,1.05,2
-0.77,1.02,2
-0.77,1.01,2
-0.77,0.99,2
-0.77,0.98,2
0.23,1.23,2
1.9,1.23,2
-2.95,0.94,2
-2.95,0.93,2
0.31,0.98,2
-1.88,1.55,2
1.9,1.22,2
-1.08,0.95,2
-2.4,0.9,2
0.65,1.38,2
0.65,1.34,2
-1.64,1.37,2
-1.64,1.32,2
-1.64,1.24,2
-1.64,1.22,2
-1.64,1.19,2
-1.64,1.18,2
-2.03,1.35,2
1.9,1.05,2
-2.7,1.18,2
1.9,1.39,2
-2.4,1.07,2
0.09,1.36,2
0.09,1.35,2
0.65,0.88,2
-0.7,1.01,2
-1.08,1.04,2
-1.08,0.94,2
-1.08,0.93,2
-2.4,1.13,2
0.64,1.16,2
-1.88,1.75,2
-2.57,0.9,2
1.49,1.3,2
1.49,1.27,2
1.49,1.23,2
1.49,1.18,2
-2.02,1.18,2
-0.43,0.96,2
-2.02,1.1,2
-1.88,1.42,2
-1.88,1.38,2
-0.28,0.95,2
1.9,1.18,2
1.9,1.16,2
1.9,1.13,2
-0.99,1.21,2
-1.88,1.36,2
-0.28,0.84,2
-2.95,0.99,2
0.65,1.19,2
0.64,1.38,2
-2.4,1.1,2
-0.99,1.07,2
-2.02,0.97,2
-2.02,1.22,2
0.65,1.13,2
0.65,1.12,2
0.65,1.08,2
0.65,1.07,2
0.65,1.02,2
0.65,0.99,2
0.65,0.95,2
-2.61,1.1,2
-1.64,1.27,2
-0.05,0.82,2
-0.05,0.8,2
-2.02,1.2,2
-2.02,1.19,2
0.64,1.03,2
0.64,1.02,2
0.07,0.94,2
0.07,0.91,2
-1.25,1.03,2
-1.08,1.07,2
0.09,1.27,2
0.64,1.0,2
0.64,0.98,2
1.49,1.1,2
1.89,1.76,2
-0.94,1.12,2
-0.94,1.09,2
0.02,1.15,2
0.02,1.04,2
1.49,1.37,2
0.64,1.1,2
-0.05,1.0,2
-2.61,1.0,2
-2.61,0.98,2
-0.05,0.93,2
1.89,1.37,2
1.89,1.32,2
1.89,1.31,2
1.89,1.26,2
-1.88,1.53,2
-1.88,1.52,2
-1.88,1.49,2
-1.88,1.47,2
-1.38,1.28,2
-1.38,1.27,2
-1.44,1.0,2
2.94,0.97,2
2.94,0.96,2
2.94,0.89,2
2.94,0.87,2
-0.05,1.03,2
-3.13,0.99,2
2.94,1.3,2
2.94,1.18,2
1.89,1.12,2
-0.43,1.05,2
-0.94,1.25,2
-0.94,1.19,2
-0.94,1.15,2
-2.02,1.33,2
-2.02,1.32,2
1.89,1.41,2
1.5,1.47,2
1.5,1.22,2
1.5,1.21,2
0.02,0.98,2
0.02,0.96,2
-0.43,1.04,2
-0.43,1.03,2
1.89,1.19,2
-0.82,1.22,2
-0.82,1.19,2
1.5,1.13,2
-0.82,1.08,2
-1.64,1.46,2
-1.64,1.4,2
0.64,1.05,2
2.94,0.98,2
2.94,1.04,2
-3.13,1.04,2
2.94,1.0,2
2.94,0.99,2
0.63,1.17,2
0.63,1.13,2
0.63,1.12,2
0.63,1.1,2
-2.86,0.91,2
-0.43,1.2,2
-2.02,1.48,2
1.89,0.0,2
1.88,1.43,2
-1.14,1.33,2
-2.55,0.88,2
-2.55,0.83,2
-2.02,2.0,2
-2.02,1.75,2
1.5,1.46,2
1.5,1.43,2
1.5,1.18,2
1.5,1.16,2
1.88,1.25,2
1.88,1.24,2
1.88,1.23,2
1.88,1.22,2
1.5,1.34,2
-1.88,1.32,2
-1.88,1.26,2
-1.88,1.24,2
2.94,1.17,2
2.94,1.05,2
-0.29,0.96,2
-2.72,1.05,2
-2.72,1.04,2
1.5,1.41,2
1.5,1.38,2
-0.83,1.34,2
0.02,1.16,2
-1.88,1.31,2
-1.38,1.12,2
-0.29,1.17,2
-0.29,1.1,2
-1.88,1.2,2
1.88,1.11,2
1.88,1.09,2
1.88,1.01,2
1.88,1.33,2
-0.42,0.91,2
-0.42,0.85,2
-0.42,0.83,2
-0.29,1.0,2
-3.13,1.08,2
2.95,1.14,2
2.95,1.12,2
2.95,1.1,2
-3.13,1.02,2
-1.64,1.48,2
-0.05,1.04,2
0.63,0.79,2
-0.05,1.36,2
-0.05,1.1,2
2.95,1.62,2
-2.78,0.94,2
1.5,1.92,2
-0.29,1.05,2
2.95,0.99,2
2.95,0.95,2
2.95,0.89,2
0.63,1.25,2
0.63,1.19,2
0.63,1.05,2
-1.58,1.31,2
-1.58,1.29,2
-0.29,1.03,2
-0.42,0.81,2
-2.77,1.1,2
-2.77,1.08,2
-2.77,1.05,2
1.51,1.03,2
1.51,1.01,2
-1.88,1.13,2
-1.58,1.2,2
2.95,1.22,2
-0.71,1.03,2
0.45,0.86,2
-2.81,1.12,2
-2.41,1.05,2
-0.05,1.27,2
-0.05,1.21,2
-0.05,1.18,2
-2.77,0.99,2
-2.77,0.98,2
-0.42,1.0,2
-2.01,1.17,2
-2.01,1.15,2
1.51,1.2,2
1.51,1.17,2
-0.05,1.17,2
-0.05,1.16,2
-2.41,1.0,2
-2.41,0.99,2
2.96,0.87,2
2.96,0.8,2
-1.63,0.94,2
0.62,1.12,2
0.62,1.1,2
1.51,1.11,2
-1.89,2.01,2
1.51,1.07,2
-1.89,1.62,2
1.51,1.33,2
2.96,1.03,2
0.62,1.03,2
0.62,1.02,2
0.62,1.01,2
0.62,0.99,2
1.51,1.26,2
1.51,1.25,2
0.04,1.01,2
0.04,1.0,2
0.04,0.99,2
0.04,0.97,2
1.51,1.52,2
1.51,1.5,2
-0.42,0.92,2
0.04,1.12,2
1.51,1.24,2
1.87,1.39,2
1.87,1.36,2
-1.47,1.44,2
-0.94,0.94,2
-1.38,1.54,2
1.87,1.24,2
-1.89,1.52,2
-1.89,1.48,2
-1.89,1.45,2
-1.89,1.41,2
1.51,1.27,2
2.96,1.32,2
2.96,1.18,2
2.96,1.17,2
-0.71,1.15,2
-0.71,1.08,2
0.62,1.06,2
0.62,1.04,2
-1.63,1.09,2
-1.46,1.62,2
-1.45,1.82,2
0.62,0.9,2
0.62,0.88,2
-2.64,1.25,2
-2.64,1.24,2
0.62,1.2,2
-1.63,1.18,2
0.62,1.17,2
0.62,1.14,2
0.62,1.13,2
1.87,1.0,2
-3.0,0.9,2
1.52,1.27,2
1.52,1.25,2
-0.42,1.08,2
-0.42,1.01,2
-2.77,1.23,2
-2.77,1.11,2
-2.01,1.3,2
-2.01,1.29,2
-2.01,1.27,2
1.86,1.54,2
1.86,1.43,2
-1.89,1.59,2
-1.49,1.54,2
2.96,0.96,2
2.96,0.92,2
0.62,1.08,2
-1.89,1.16,2
0.24,0.92,2
-2.72,1.07,2
1.52,1.14,2
-1.49,1.28,2
-1.49,1.25,2
-0.71,0.9,2
-1.25,1.3,2
0.62,0.86,2
0.62,0.85,2
-1.63,1.2,2
-2.86,1.11,2
-2.86,1.07,2
0.61,0.93,2
1.52,1.33,2
-0.94,1.0,2
-2.96,1.28,2
0.02,1.31,2
-2.72,1.11,2
0.61,0.91,2
-2.41,0.89,2
2.97,1.05,2
0.09,1.13,2
0.09,1.12,2
2.97,1.04,2
-2.86,1.14,2
2.97,0.99,2
2.97,0.98,2
1.86,1.35,2
1.86,1.32,2
1.86,1.18,2
0.04,0.89,2
1.86,1.03,2
1.86,1.01,2
2.97,0.95,2
2.97,0.9,2
2.97,1.09,2
-2.41,0.91,2
0.45,1.11,2
0.45,1.06,2
-2.86,1.13,2
-2.01,1.6,2
-2.01,1.58,2
1.86,1.12,2
0.04,0.95,2
-2.96,1.59,2
-2.96,1.48,2
-2.96,1.33,2
-1.89,1.31,2
-1.89,1.29,2
1.53,1.31,2
-1.38,1.49,2
-2.96,1.27,2
1.85,1.47,2
1.85,1.46,2
-2.01,1.76,2
-2.01,1.74,2
-2.01,1.69,2
-1.22,0.97,2
-1.38,1.33,2
-1.38,1.31,2
1.53,1.05,2
1.86,1.1,2
1.86,1.04,2
1.53,1.03,2
-1.89,1.37,2
-2.42,1.14,2
-2.42,1.1,2
-3.13,0.93,2
-3.13,0.86,2
-3.13,0.85,2
-3.13,0.84,2
-3.13,0.82,2
2.97,1.17,2
-0.04,1.06,2
-0.04,1.02,2
-1.34,1.04,2
-3.0,1.11,2
-2.01,1.43,2
-3.0,1.07,2
0.24,1.18,2
0.24,1.17,2
1.53,1.43,2
1.53,1.41,2
1.53,1.37,2
1.53,1.25,2
1.53,1.21,2
-1.38,1.38,2
-1.38,1.37,2
-1.38,1.35,2
-3.0,1.04,2
-3.0,1.03,2
-3.0,0.98,2
1.85,1.34,2
1.85,1.33,2
1.53,1.44,2
2.98,0.87,2
2.98,0.84,2
0.6,1.05,2
0.6,1.04,2
-0.04,0.96,2
-0.04,0.95,2
